message,label
Salary credited ₹499 to your account on 8/4/2025.,ham
"Alert: New device login to your account. If not you, click t.co/fraud123",spam
"Dear customer, your HDFC card is blocked. Update details at t.co/fraud123",spam
Server maintenance scheduled for tonight 2-4am.,ham
Package delivered to your door. Check the doorstep.,ham
Your order #587972689 has been shipped. Track at flipkart.com.,ham
The match starts at 8pm. Don't miss it!,ham
"Running 10 mins late, sorry!",ham
Salary credited ₹5000 to your account on 7/3/2025.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Your order #530408291 has been shipped. Track at flipkart.com.,ham
New message from your doctor: test results are normal.,ham
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9850657658,spam
Meeting rescheduled to 4pm.,ham
Package delivered to your door. Check the doorstep.,ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. sbi-verify.net,spam
Your OTP is 958160. Valid for 10 minutes. Do not share.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Your order #488457631 has been shipped. Track at flipkart.com.,ham
Your internet connection will be cut in 24 hrs. Pay bill: t.co/fraud123,spam
Your OTP is 536019. Valid for 10 minutes. Do not share.,ham
Salary credited ₹1499 to your account on 1/10/2025.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
"Thanks for yesterday, really helpful.",ham
"Running 10 mins late, sorry!",ham
Bank customer survey: Complete and win ₹25000 cashback. bit.ly/clm9x,spam
Your KYC is PENDING. Failure to update will SUSPEND your account. t.co/fraud123,spam
Don't forget the assignment is due tomorrow.,ham
Payment of ₹499 received. Thank you for shopping with us.,ham
Your internet connection will be cut in 24 hrs. Pay bill: amzn.in/scam,spam
Reminder: EMI of ₹2999 due in 3 days.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Win big in cricket betting! ₹199 becomes ₹1000000. Join: bit.ly/clm9x,spam
Payment of ₹299 received. Thank you for shopping with us.,ham
Your subscription renews on 18/3/2025. Amount: ₹499.,ham
Your order #675583372 has been shipped. Track at flipkart.com.,ham
Your CVV has been changed without your permission. Call 9712660659,spam
Win big in cricket betting! ₹1999 becomes ₹1000000. Join: sbi-verify.net,spam
The match starts at 8pm. Don't miss it!,ham
I'll be there by 7.,ham
Happy birthday! Hope you have a great day.,ham
Happy birthday! Hope you have a great day.,ham
Win big in cricket betting! ₹1999 becomes ₹500000. Join: t.co/fraud123,spam
"Hey, are we still meeting today?",ham
Your electricity bill of ₹199 is due on 2/4/2025.,ham
"Thanks for yesterday, really helpful.",ham
Your PhonePe account shows suspicious activity. Verify: t.co/fraud123,spam
Police notice: You have a pending case. Pay ₹499 fine now: t.co/fraud123,spam
"Dear customer, your appointment is confirmed for 12/6/2025.",ham
Your flight PNR is 21A1XH. Check-in opens 48 hrs before.,ham
Transaction of ₹1499 done at Zomato. Avl bal: ₹9604.,ham
Your loan of ₹500000 approved instantly. No documents needed: t.co/fraud123,spam
You have won a FREE iPhone 15! Limited offer. Click tinyurl.com/win99 to claim.,spam
Your OTP is 813944. Valid for 10 minutes. Do not share.,ham
Govt scheme: Get ₹500000 directly in your account. Apply: bit.ly/clm9x,spam
Meeting rescheduled to 4pm.,ham
I'll be there by 7.,ham
You have won a FREE iPhone 15! Limited offer. Click amzn.in/scam to claim.,spam
"Hey, are we still meeting today?",ham
"Dear customer, your appointment is confirmed for 1/2/2025.",ham
Package delivered to your door. Check the doorstep.,ham
Happy birthday! Hope you have a great day.,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9999721261,spam
You have won a FREE iPhone 15! Limited offer. Click tinyurl.com/win99 to claim.,spam
Can you pick up milk on the way?,ham
URGENT: Your account will be BLOCKED! Click tinyurl.com/win99 to verify NOW!,spam
Lunch at 2pm? Let me know.,ham
Earn ₹100000 daily from home! No investment needed. Join now: t.co/fraud123,spam
Your KYC is PENDING. Failure to update will SUSPEND your account. t.co/fraud123,spam
Congratulations! Your profile selected for ₹1000000 govt grant. amzn.in/scam,spam
Your order #786688228 has been shipped. Track at flipkart.com.,ham
LOTTERY WIN! ₹25000 prize money awaiting you. Contact 9677260679,spam
"Thanks for yesterday, really helpful.",ham
Flipkart sale! Get 90% off. First 100 users only. amzn.in/scam,spam
Congratulations! Your profile selected for ₹25000 govt grant. bit.ly/clm9x,spam
The match starts at 8pm. Don't miss it!,ham
Bank customer survey: Complete and win ₹25000 cashback. t.co/fraud123,spam
Salary credited ₹299 to your account on 2/12/2025.,ham
Earn ₹25000 daily from home! No investment needed. Join now: t.co/fraud123,spam
"Mom, I'll call you tonight. In a meeting now.",ham
Your Paytm wallet will be deactivated. Verify KYC now: sbi-verify.net,spam
Your Paytm wallet will be deactivated. Verify KYC now: t.co/fraud123,spam
Server maintenance scheduled for tonight 2-4am.,ham
Meeting rescheduled to 4pm.,ham
FREE recharge ₹199! Offer expires today. Click bit.ly/clm9x,spam
Sending you the notes from today's class.,ham
"Alert: New device login to your account. If not you, click amzn.in/scam",spam
Your Amazon account is compromised. Reset password: amzn.in/scam,spam
Police notice: You have a pending case. Pay ₹199 fine now: sbi-verify.net,spam
Your OTP is 581294. Valid for 10 minutes. Do not share.,ham
"Hey, are we still meeting today?",ham
Package delivered to your door. Check the doorstep.,ham
URGENT job offer! Earn ₹5000/day from home. WhatsApp 9837003118,spam
Can you send me the address again?,ham
Your CVV has been changed without your permission. Call 9944347580,spam
"Thanks for yesterday, really helpful.",ham
The match starts at 8pm. Don't miss it!,ham
Can you send me the address again?,ham
URGENT job offer! Earn ₹199/day from home. WhatsApp 9579761146,spam
Crypto investment: ₹5000 becomes ₹500000 in 7 days. tinyurl.com/win99,spam
LOTTERY WIN! ₹50000 prize money awaiting you. Contact 9125591724,spam
Salary credited ₹499 to your account on 10/9/2025.,ham
Can we reschedule our call to Thursday?,ham
Can you send me the address again?,ham
Can you send me the address again?,ham
"Thanks for yesterday, really helpful.",ham
Your order #462622584 has been shipped. Track at flipkart.com.,ham
Your flight PNR is BBK29Z. Check-in opens 48 hrs before.,ham
SBI YONO alert: ₹25000 reward points expiring today. Redeem: tinyurl.com/win99,spam
Sending you the notes from today's class.,ham
"Alert: New device login to your account. If not you, click tinyurl.com/win99",spam
Package delivered to your door. Check the doorstep.,ham
Salary credited ₹499 to your account on 6/7/2025.,ham
Your order #905094179 has been shipped. Track at flipkart.com.,ham
Congratulations! You have WON ₹50000 in our lucky draw! Claim at tinyurl.com/win99,spam
Sending you the notes from today's class.,ham
Your internet connection will be cut in 24 hrs. Pay bill: sbi-verify.net,spam
Your internet connection will be cut in 24 hrs. Pay bill: t.co/fraud123,spam
URGENT: Your account will be BLOCKED! Click amzn.in/scam to verify NOW!,spam
Can you send me the address again?,ham
Congratulations! Your profile selected for ₹25000 govt grant. sbi-verify.net,spam
Income Tax refund of ₹1000000 approved. Provide bank details: t.co/fraud123,spam
Your electricity bill of ₹499 is due on 24/10/2025.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
FREE recharge ₹999! Offer expires today. Click tinyurl.com/win99,spam
"Dear customer, your appointment is confirmed for 27/7/2025.",ham
"Dear customer, your HDFC card is blocked. Update details at bit.ly/clm9x",spam
New message from your doctor: test results are normal.,ham
New message from your doctor: test results are normal.,ham
"Hey, are we still meeting today?",ham
Transaction of ₹10000 done at Reliance Fresh. Avl bal: ₹35194.,ham
"Dear customer, your appointment is confirmed for 24/7/2025.",ham
Flipkart sale! Get 90% off. First 100 users only. t.co/fraud123,spam
"Mom, I'll call you tonight. In a meeting now.",ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. amzn.in/scam,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
"Dear customer, your appointment is confirmed for 26/10/2025.",ham
LOTTERY WIN! ₹100000 prize money awaiting you. Contact 9745883049,spam
Your Amazon account is compromised. Reset password: tinyurl.com/win99,spam
Your internet connection will be cut in 24 hrs. Pay bill: t.co/fraud123,spam
You have won a FREE iPhone 15! Limited offer. Click amzn.in/scam to claim.,spam
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9244187130,spam
Package delivered to your door. Check the doorstep.,ham
Your order #449198328 has been shipped. Track at flipkart.com.,ham
Salary credited ₹5000 to your account on 24/8/2025.,ham
FREE gold coin with every purchase above ₹499. Shop now: tinyurl.com/win99,spam
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9106997884,spam
Your electricity bill of ₹1499 is due on 25/3/2025.,ham
Congratulations! You have WON ₹1000000 in our lucky draw! Claim at amzn.in/scam,spam
Server maintenance scheduled for tonight 2-4am.,ham
I'll be there by 7.,ham
Earn ₹25000 daily from home! No investment needed. Join now: t.co/fraud123,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
New message from your doctor: test results are normal.,ham
Your CVV has been changed without your permission. Call 9208920285,spam
Happy birthday! Hope you have a great day.,ham
Your PhonePe account shows suspicious activity. Verify: sbi-verify.net,spam
Can you send me the address again?,ham
Your electricity bill of ₹10000 is due on 7/3/2025.,ham
New message from your doctor: test results are normal.,ham
Your OTP is 649414. Valid for 10 minutes. Do not share.,ham
Call me when you get home.,ham
"Hey, are we still meeting today?",ham
Flipkart sale! Get 90% off. First 100 users only. sbi-verify.net,spam
IMMEDIATE ACTION required: Aadhaar deactivation notice. tinyurl.com/win99,spam
Earn ₹1000000 daily from home! No investment needed. Join now: sbi-verify.net,spam
Can you send me the address again?,ham
Income Tax refund of ₹500000 approved. Provide bank details: bit.ly/clm9x,spam
Salary credited ₹2999 to your account on 24/2/2025.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Transaction of ₹2999 done at Reliance Fresh. Avl bal: ₹11506.,ham
Server maintenance scheduled for tonight 2-4am.,ham
URGENT job offer! Earn ₹499/day from home. WhatsApp 9927837480,spam
Sending you the notes from today's class.,ham
"Alert: New device login to your account. If not you, click t.co/fraud123",spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Can we reschedule our call to Thursday?,ham
Your flight PNR is SFFS28. Check-in opens 48 hrs before.,ham
"Dear customer, your appointment is confirmed for 3/3/2025.",ham
Your electricity bill of ₹999 is due on 19/7/2025.,ham
Don't forget the assignment is due tomorrow.,ham
Lunch at 2pm? Let me know.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Your CVV has been changed without your permission. Call 9763094664,spam
Salary credited ₹199 to your account on 7/1/2025.,ham
Payment of ₹199 received. Thank you for shopping with us.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Can we reschedule our call to Thursday?,ham
Happy birthday! Hope you have a great day.,ham
Can you pick up milk on the way?,ham
Your subscription renews on 11/6/2025. Amount: ₹5000.,ham
LOTTERY WIN! ₹500000 prize money awaiting you. Contact 9517727993,spam
Your KYC is PENDING. Failure to update will SUSPEND your account. amzn.in/scam,spam
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9359720591,spam
Your Paytm wallet will be deactivated. Verify KYC now: sbi-verify.net,spam
Meeting rescheduled to 4pm.,ham
Your loan of ₹1000000 approved instantly. No documents needed: tinyurl.com/win99,spam
Bank customer survey: Complete and win ₹500000 cashback. amzn.in/scam,spam
"Dear customer, your appointment is confirmed for 22/4/2025.",ham
Earn ₹100000 daily from home! No investment needed. Join now: amzn.in/scam,spam
Can you send me the address again?,ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. tinyurl.com/win99,spam
New message from your doctor: test results are normal.,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9580645869,spam
URGENT job offer! Earn ₹999/day from home. WhatsApp 9100379688,spam
Payment of ₹299 received. Thank you for shopping with us.,ham
Your OTP is 387813. Valid for 10 minutes. Do not share.,ham
URGENT job offer! Earn ₹1999/day from home. WhatsApp 9745699103,spam
URGENT: Your account will be BLOCKED! Click tinyurl.com/win99 to verify NOW!,spam
Sending you the notes from today's class.,ham
Transaction of ₹999 done at Reliance Fresh. Avl bal: ₹17022.,ham
Transaction of ₹499 done at Swiggy. Avl bal: ₹23721.,ham
Sending you the notes from today's class.,ham
FREE recharge ₹1999! Offer expires today. Click bit.ly/clm9x,spam
Your Paytm wallet will be deactivated. Verify KYC now: bit.ly/clm9x,spam
Your PhonePe account shows suspicious activity. Verify: sbi-verify.net,spam
Reminder: EMI of ₹299 due in 3 days.,ham
Bank customer survey: Complete and win ₹500000 cashback. t.co/fraud123,spam
Your loan of ₹500000 approved instantly. No documents needed: t.co/fraud123,spam
Your electricity bill of ₹199 is due on 8/5/2025.,ham
"Thanks for yesterday, really helpful.",ham
Can we reschedule our call to Thursday?,ham
Reminder: EMI of ₹10000 due in 3 days.,ham
"Hey, are we still meeting today?",ham
Income Tax refund of ₹25000 approved. Provide bank details: t.co/fraud123,spam
Can you pick up milk on the way?,ham
"Mom, I'll call you tonight. In a meeting now.",ham
Server maintenance scheduled for tonight 2-4am.,ham
Your OTP is 525146. Valid for 10 minutes. Do not share.,ham
Your OTP is 689448. Valid for 10 minutes. Do not share.,ham
URGENT: Your account will be BLOCKED! Click amzn.in/scam to verify NOW!,spam
"Dear customer, your HDFC card is blocked. Update details at bit.ly/clm9x",spam
IMMEDIATE ACTION required: Aadhaar deactivation notice. tinyurl.com/win99,spam
Transaction of ₹10000 done at DMart. Avl bal: ₹16935.,ham
"Hey, are we still meeting today?",ham
I'll be there by 7.,ham
"Thanks for yesterday, really helpful.",ham
"Mom, I'll call you tonight. In a meeting now.",ham
Your Amazon account is compromised. Reset password: sbi-verify.net,spam
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Your electricity bill of ₹1499 is due on 14/2/2025.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Call me when you get home.,ham
Don't forget the assignment is due tomorrow.,ham
Your order #782146375 has been shipped. Track at flipkart.com.,ham
Reminder: EMI of ₹10000 due in 3 days.,ham
Happy birthday! Hope you have a great day.,ham
Can we reschedule our call to Thursday?,ham
Your internet connection will be cut in 24 hrs. Pay bill: t.co/fraud123,spam
Your order #422589929 has been shipped. Track at flipkart.com.,ham
Your internet connection will be cut in 24 hrs. Pay bill: sbi-verify.net,spam
SBI YONO alert: ₹1000000 reward points expiring today. Redeem: tinyurl.com/win99,spam
Salary credited ₹499 to your account on 20/6/2025.,ham
You have won a FREE iPhone 15! Limited offer. Click bit.ly/clm9x to claim.,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Your Paytm wallet will be deactivated. Verify KYC now: bit.ly/clm9x,spam
ALERT: Suspicious login detected on your SBI account. Verify immediately: t.co/fraud123,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Can you send me the address again?,ham
Transaction of ₹299 done at DMart. Avl bal: ₹49999.,ham
Google Pay reward: ₹1000000 cashback waiting. Claim: sbi-verify.net,spam
URGENT: Your account will be BLOCKED! Click amzn.in/scam to verify NOW!,spam
"Thanks for yesterday, really helpful.",ham
FREE gold coin with every purchase above ₹5000. Shop now: tinyurl.com/win99,spam
Salary credited ₹999 to your account on 26/6/2025.,ham
Your electricity bill of ₹1499 is due on 12/10/2025.,ham
FREE recharge ₹499! Offer expires today. Click t.co/fraud123,spam
Google Pay reward: ₹50000 cashback waiting. Claim: amzn.in/scam,spam
"Dear customer, your appointment is confirmed for 14/1/2025.",ham
Can you send me the address again?,ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9750199707,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
LOTTERY WIN! ₹1000000 prize money awaiting you. Contact 9287515566,spam
Income Tax refund of ₹25000 approved. Provide bank details: tinyurl.com/win99,spam
"Thanks for yesterday, really helpful.",ham
Sending you the notes from today's class.,ham
Your loan of ₹25000 approved instantly. No documents needed: t.co/fraud123,spam
ALERT: Suspicious login detected on your SBI account. Verify immediately: tinyurl.com/win99,spam
Flipkart sale! Get 90% off. First 100 users only. t.co/fraud123,spam
"Running 10 mins late, sorry!",ham
Payment of ₹2999 received. Thank you for shopping with us.,ham
"Thanks for yesterday, really helpful.",ham
Earn ₹50000 daily from home! No investment needed. Join now: sbi-verify.net,spam
Payment of ₹10000 received. Thank you for shopping with us.,ham
Bank customer survey: Complete and win ₹50000 cashback. amzn.in/scam,spam
FREE recharge ₹999! Offer expires today. Click tinyurl.com/win99,spam
Congratulations! You have WON ₹50000 in our lucky draw! Claim at sbi-verify.net,spam
Crypto investment: ₹999 becomes ₹50000 in 7 days. tinyurl.com/win99,spam
Your subscription renews on 14/7/2025. Amount: ₹499.,ham
"Thanks for yesterday, really helpful.",ham
"Dear customer, your appointment is confirmed for 10/4/2025.",ham
Your order #410579235 has been shipped. Track at flipkart.com.,ham
Happy birthday! Hope you have a great day.,ham
Package delivered to your door. Check the doorstep.,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: amzn.in/scam,spam
You have won a FREE iPhone 15! Limited offer. Click sbi-verify.net to claim.,spam
Police notice: You have a pending case. Pay ₹199 fine now: tinyurl.com/win99,spam
IMMEDIATE ACTION required: Aadhaar deactivation notice. amzn.in/scam,spam
"Dear customer, your HDFC card is blocked. Update details at bit.ly/clm9x",spam
Your internet connection will be cut in 24 hrs. Pay bill: bit.ly/clm9x,spam
"Running 10 mins late, sorry!",ham
Call me when you get home.,ham
Win big in cricket betting! ₹5000 becomes ₹50000. Join: amzn.in/scam,spam
"Mom, I'll call you tonight. In a meeting now.",ham
Income Tax refund of ₹50000 approved. Provide bank details: bit.ly/clm9x,spam
Can we reschedule our call to Thursday?,ham
"Mom, I'll call you tonight. In a meeting now.",ham
"Mom, I'll call you tonight. In a meeting now.",ham
The match starts at 8pm. Don't miss it!,ham
Can we reschedule our call to Thursday?,ham
Earn ₹1000000 daily from home! No investment needed. Join now: t.co/fraud123,spam
URGENT: Your account will be BLOCKED! Click amzn.in/scam to verify NOW!,spam
Your KYC is PENDING. Failure to update will SUSPEND your account. amzn.in/scam,spam
Congratulations! You have WON ₹25000 in our lucky draw! Claim at sbi-verify.net,spam
IMMEDIATE ACTION required: Aadhaar deactivation notice. tinyurl.com/win99,spam
Can we reschedule our call to Thursday?,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Salary credited ₹2999 to your account on 28/1/2025.,ham
Salary credited ₹10000 to your account on 17/2/2025.,ham
Happy birthday! Hope you have a great day.,ham
URGENT job offer! Earn ₹999/day from home. WhatsApp 9178343942,spam
Reminder: EMI of ₹299 due in 3 days.,ham
Transaction of ₹2999 done at Swiggy. Avl bal: ₹2962.,ham
Your electricity bill of ₹2999 is due on 23/2/2025.,ham
Govt scheme: Get ₹1000000 directly in your account. Apply: bit.ly/clm9x,spam
Call me when you get home.,ham
Your loan of ₹50000 approved instantly. No documents needed: t.co/fraud123,spam
Can you send me the address again?,ham
Lunch at 2pm? Let me know.,ham
Payment of ₹5000 received. Thank you for shopping with us.,ham
Your order #414266418 has been shipped. Track at flipkart.com.,ham
Salary credited ₹5000 to your account on 10/7/2025.,ham
Can we reschedule our call to Thursday?,ham
The match starts at 8pm. Don't miss it!,ham
Sending you the notes from today's class.,ham
New message from your doctor: test results are normal.,ham
Payment of ₹999 received. Thank you for shopping with us.,ham
You have won a FREE iPhone 15! Limited offer. Click sbi-verify.net to claim.,spam
Your electricity bill of ₹299 is due on 17/7/2025.,ham
Payment of ₹499 received. Thank you for shopping with us.,ham
Salary credited ₹1499 to your account on 14/12/2025.,ham
"Thanks for yesterday, really helpful.",ham
"Alert: New device login to your account. If not you, click sbi-verify.net",spam
Flipkart sale! Get 90% off. First 100 users only. sbi-verify.net,spam
Govt scheme: Get ₹25000 directly in your account. Apply: sbi-verify.net,spam
Income Tax refund of ₹1000000 approved. Provide bank details: bit.ly/clm9x,spam
Your Amazon account is compromised. Reset password: tinyurl.com/win99,spam
URGENT: Your account will be BLOCKED! Click sbi-verify.net to verify NOW!,spam
Your subscription renews on 22/11/2025. Amount: ₹999.,ham
Salary credited ₹1499 to your account on 16/6/2025.,ham
Police notice: You have a pending case. Pay ₹999 fine now: amzn.in/scam,spam
Your loan of ₹100000 approved instantly. No documents needed: t.co/fraud123,spam
Your flight PNR is EYS7BZ. Check-in opens 48 hrs before.,ham
Congratulations! Your profile selected for ₹100000 govt grant. amzn.in/scam,spam
Reminder: EMI of ₹499 due in 3 days.,ham
Your PhonePe account shows suspicious activity. Verify: t.co/fraud123,spam
"Dear customer, your appointment is confirmed for 16/8/2025.",ham
I'll be there by 7.,ham
SBI YONO alert: ₹1000000 reward points expiring today. Redeem: amzn.in/scam,spam
LOTTERY WIN! ₹500000 prize money awaiting you. Contact 9898919770,spam
Your internet connection will be cut in 24 hrs. Pay bill: sbi-verify.net,spam
Earn ₹1000000 daily from home! No investment needed. Join now: t.co/fraud123,spam
Happy birthday! Hope you have a great day.,ham
Your electricity bill of ₹999 is due on 6/9/2025.,ham
Your loan of ₹50000 approved instantly. No documents needed: tinyurl.com/win99,spam
Congratulations! You have WON ₹1000000 in our lucky draw! Claim at sbi-verify.net,spam
Happy birthday! Hope you have a great day.,ham
Congratulations! You have WON ₹50000 in our lucky draw! Claim at sbi-verify.net,spam
"Running 10 mins late, sorry!",ham
Your flight PNR is TZJ9BP. Check-in opens 48 hrs before.,ham
Your loan of ₹50000 approved instantly. No documents needed: sbi-verify.net,spam
Salary credited ₹499 to your account on 2/6/2025.,ham
The match starts at 8pm. Don't miss it!,ham
Your loan of ₹1000000 approved instantly. No documents needed: tinyurl.com/win99,spam
Reminder: EMI of ₹10000 due in 3 days.,ham
"Hey, are we still meeting today?",ham
Your subscription renews on 18/3/2025. Amount: ₹499.,ham
Call me when you get home.,ham
Meeting rescheduled to 4pm.,ham
ALERT: Suspicious login detected on your SBI account. Verify immediately: t.co/fraud123,spam
Sending you the notes from today's class.,ham
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
Salary credited ₹10000 to your account on 10/7/2025.,ham
Can you pick up milk on the way?,ham
Your internet connection will be cut in 24 hrs. Pay bill: t.co/fraud123,spam
Your order #952266893 has been shipped. Track at flipkart.com.,ham
LOTTERY WIN! ₹1000000 prize money awaiting you. Contact 9371200090,spam
Your internet connection will be cut in 24 hrs. Pay bill: t.co/fraud123,spam
"Thanks for yesterday, really helpful.",ham
"Thanks for yesterday, really helpful.",ham
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9254869079,spam
Payment of ₹2999 received. Thank you for shopping with us.,ham
"Hey, are we still meeting today?",ham
Your Paytm wallet will be deactivated. Verify KYC now: amzn.in/scam,spam
The match starts at 8pm. Don't miss it!,ham
Don't forget the assignment is due tomorrow.,ham
Govt scheme: Get ₹25000 directly in your account. Apply: bit.ly/clm9x,spam
Server maintenance scheduled for tonight 2-4am.,ham
IMMEDIATE ACTION required: Aadhaar deactivation notice. t.co/fraud123,spam
"Alert: New device login to your account. If not you, click tinyurl.com/win99",spam
Your order #948104335 has been shipped. Track at flipkart.com.,ham
Call me when you get home.,ham
Your PhonePe account shows suspicious activity. Verify: bit.ly/clm9x,spam
Server maintenance scheduled for tonight 2-4am.,ham
Payment of ₹2999 received. Thank you for shopping with us.,ham
Bank customer survey: Complete and win ₹50000 cashback. amzn.in/scam,spam
"Mom, I'll call you tonight. In a meeting now.",ham
Meeting rescheduled to 4pm.,ham
"Alert: New device login to your account. If not you, click bit.ly/clm9x",spam
Don't forget the assignment is due tomorrow.,ham
"Thanks for yesterday, really helpful.",ham
Can we reschedule our call to Thursday?,ham
Win big in cricket betting! ₹199 becomes ₹500000. Join: bit.ly/clm9x,spam
I'll be there by 7.,ham
"Hi, this is a reminder for your dentist appointment at 3pm.",ham
"Thanks for yesterday, really helpful.",ham
Your electricity bill of ₹199 is due on 3/12/2025.,ham
Can we reschedule our call to Thursday?,ham
Win big in cricket betting! ₹199 becomes ₹100000. Join: t.co/fraud123,spam
"Thanks for yesterday, really helpful.",ham
LOTTERY WIN! ₹25000 prize money awaiting you. Contact 9304439023,spam
Happy birthday! Hope you have a great day.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Reminder: EMI of ₹1499 due in 3 days.,ham
Server maintenance scheduled for tonight 2-4am.,ham
Your OTP is 539001. Valid for 10 minutes. Do not share.,ham
Can you pick up milk on the way?,ham
"Dear customer, your HDFC card is blocked. Update details at amzn.in/scam",spam
Your flight PNR is WA2JEV. Check-in opens 48 hrs before.,ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Salary credited ₹999 to your account on 9/1/2025.,ham
Payment of ₹1499 received. Thank you for shopping with us.,ham
Win big in cricket betting! ₹999 becomes ₹25000. Join: sbi-verify.net,spam
Congratulations! Your profile selected for ₹50000 govt grant. t.co/fraud123,spam
Your flight PNR is AURYYV. Check-in opens 48 hrs before.,ham
"Dear customer, your HDFC card is blocked. Update details at amzn.in/scam",spam
Your loan of ₹100000 approved instantly. No documents needed: sbi-verify.net,spam
"Thanks for yesterday, really helpful.",ham
Can we reschedule our call to Thursday?,ham
Package delivered to your door. Check the doorstep.,ham
You have won a FREE iPhone 15! Limited offer. Click t.co/fraud123 to claim.,spam
Can you pick up milk on the way?,ham
Reminder: EMI of ₹499 due in 3 days.,ham
Salary credited ₹499 to your account on 28/1/2025.,ham
You have won a FREE iPhone 15! Limited offer. Click amzn.in/scam to claim.,spam
Can you send me the address again?,ham
"Hey, are we still meeting today?",ham
Your flight PNR is R59B9B. Check-in opens 48 hrs before.,ham
Your electricity bill of ₹499 is due on 20/7/2025.,ham
"Dear customer, your appointment is confirmed for 9/5/2025.",ham
Happy birthday! Hope you have a great day.,ham
The match starts at 8pm. Don't miss it!,ham
Your Amazon account is compromised. Reset password: bit.ly/clm9x,spam
FINAL NOTICE: Your PAN card is linked to illegal activity. Call 9599006405,spam
"Running 10 mins late, sorry!",ham
Govt scheme: Get ₹50000 directly in your account. Apply: sbi-verify.net,spam
Package delivered to your door. Check the doorstep.,ham
"Mom, I'll call you tonight. In a meeting now.",ham
"Dear customer, your HDFC card is blocked. Update details at tinyurl.com/win99",spam
Govt scheme: Get ₹1000000 directly in your account. Apply: t.co/fraud123,spam
Package delivered to your door. Check the doorstep.,ham
Meeting rescheduled to 4pm.,ham
New message from your doctor: test results are normal.,ham
Your subscription renews on 28/2/2025. Amount: ₹10000.,ham
"Hey, are we still meeting today?",ham
Your electricity bill of ₹10000 is due on 12/7/2025.,ham
Your Amazon account is compromised. Reset password: t.co/fraud123,spam
"Alert: New device login to your account. If not you, click tinyurl.com/win99",spam
"Running 10 mins late, sorry!",ham
Congratulations! Your profile selected for ₹25000 govt grant. t.co/fraud123,spam
Can you pick up milk on the way?,ham
New message from your doctor: test results are normal.,ham
Crypto investment: ₹1999 becomes ₹50000 in 7 days. t.co/fraud123,spam
Google Pay reward: ₹500000 cashback waiting. Claim: tinyurl.com/win99,spam
Your CVV has been changed without your permission. Call 9657236343,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
The match starts at 8pm. Don't miss it!,ham
Don't forget the assignment is due tomorrow.,ham
URGENT: Your account will be BLOCKED! Click tinyurl.com/win99 to verify NOW!,spam
Happy birthday! Hope you have a great day.,ham
Lunch at 2pm? Let me know.,ham
Your loan of ₹1000000 approved instantly. No documents needed: t.co/fraud123,spam
Can we reschedule our call to Thursday?,ham
"Hey, are we still meeting today?",ham
Salary credited ₹199 to your account on 17/2/2025.,ham
Win big in cricket betting! ₹499 becomes ₹100000. Join: t.co/fraud123,spam
"Mom, I'll call you tonight. In a meeting now.",ham
Team lunch tomorrow at 1pm. Everyone is invited.,ham
"Dear customer, your HDFC card is blocked. Update details at amzn.in/scam",spam
You have won a FREE iPhone 15! Limited offer. Click bit.ly/clm9x to claim.,spam
Don't forget the assignment is due tomorrow.,ham
"Alert: New device login to your account. If not you, click amzn.in/scam",spam
SBI YONO alert: ₹100000 reward points expiring today. Redeem: tinyurl.com/win99,spam
Team lunch tomorrow at 1pm. Everyone is invited.,ham
Your order #939876620 has been shipped. Track at flipkart.com.,ham
